6758 東証1部 ソニー(株)（電気機器）,,,,,
"2019-03-28","4710","4718","4646","4673","8269000","4673"
"2019-03-29","4700","4704","4637","4645","6750400","4645"
"2019-04-01","4711","4776","4696","4756","7344200","4756"
"2019-04-02","4804","4804","4676","4680","8907200","4680"
"2019-04-03","4687","4734","4682","4725","7463600","4725"
"2019-04-04","4695","4726","4647","4662","9072200","4662"
"2019-04-05","4714","4818","4713","4816","9799000","4816"
"2019-04-08","4877","4888","4767","4805","6311000","4805"
"2019-04-09","5150","5250","5061","5250","23197300","5250"
"2019-04-10","5100","5178","5063","5121","12260600","5121"
"2019-04-11","5057","5152","5050","5126","5545300","5126"
"2019-04-12","5166","5223","5120","5201","7174300","5201"
"2019-04-15","5275","5335","5216","5220","6734600","5220"
"2019-04-16","5290","5374","5281","5354","8684500","5354"
"2019-04-17","5356","5416","5321","5363","5946000","5363"
"2019-04-18","5331","5365","5280","5299","5575000","5299"
"2019-04-19","5355","5378","5319","5331","4632900","5331"
"2019-04-22","5290","5355","5278","5310","3337000","5310"
"2019-04-23","5300","5328","5277","5288","3632100","5288"
"2019-04-24","5369","5374","5168","5179","10300900","5179"
"2019-04-25","5219","5267","5183","5257","5362700","5257"
"2019-04-26","5151","5237","5125","5212","5976100","5212"
"2019-05-07","5500","5571","5386","5408","20287100","5408"
"2019-05-08","5399","5444","5328","5368","10428700","5368"
"2019-05-09","5270","5353","5231","5330","7872500","5330"
"2019-05-10","5395","5505","5351","5408","9821200","5408"
"2019-05-13","5349","5409","5320","5371","5092900","5371"
"2019-05-14","5210","5270","5196","5263","6608100","5263"
"2019-05-15","5299","5473","5282","5473","7892600","5473"
"2019-05-16","5430","5430","5335","5369","5883200","5369"
"2019-05-17","5700","5956","5680","5900","27282100","5900"
"2019-05-20","5805","5879","5741","5870","13108300","5870"
"2019-05-21","5758","5773","5594","5610","12528300","5610"
"2019-05-22","5690","5690","5558","5574","8377400","5574"
"2019-05-23","5478","5490","5353","5366","10611500","5366"
"2019-05-24","5277","5410","5247","5360","8565300","5360"
"2019-05-27","5355","5440","5316","5423","4831100","5423"
"2019-05-28","5433","5490","5423","5458","7258000","5458"
"2019-05-29","5370","5385","5303","5314","6810800","5314"
"2019-05-30","5261","5346","5221","5336","6159700","5336"
"2019-05-31","5261","5331","5242","5257","5939100","5257"
"2019-06-03","5157","5271","5153","5168","6296400","5168"
"2019-06-04","5159","5174","5070","5084","7466500","5084"
"2019-06-05","5204","5238","5173","5213","6108800","5213"
"2019-06-06","5158","5201","5131","5131","4792500","5131"
"2019-06-07","5142","5230","5132","5229","4813500","5229"
"2019-06-10","5298","5363","5269","5360","5419600","5360"
"2019-06-11","5361","5420","5357","5387","4543200","5387"
"2019-06-12","5333","5374","5318","5321","4381000","5321"
"2019-06-13","5367","5413","5316","5334","5541800","5334"
"2019-06-14","5430","5548","5401","5498","10392800","5498"
"2019-06-17","5592","5690","5561","5635","9028500","5635"
"2019-06-18","5551","5659","5540","5623","7836500","5623"
"2019-06-19","5713","5739","5672","5736","7792900","5736"
"2019-06-20","5726","5858","5724","5778","7629000","5778"
"2019-06-21","5773","5825","5642","5648","8103300","5648"
"2019-06-24","5710","5762","5688","5752","6428500","5752"
"2019-06-25","5708","5716","5617","5631","6724800","5631"
"2019-06-26","5630","5689","5622","5633","5518400","5633"
"2019-06-27","5625","5664","5581","5662","7912300","5662"
"2019-06-28","5699","5715","5613","5648","4515700","5648"
"2019-07-01","5800","5817","5722","5781","4864600","5781"
"2019-07-02","5789","5810","5751","5782","4939200","5782"
"2019-07-03","5849","5903","5795","5835","7000700","5835"
"2019-07-04","5876","5899","5832","5895","4314100","5895"
"2019-07-05","5927","5976","5920","5950","4906300","5950"
"2019-07-08","6000","6070","5916","5939","6961000","5939"
"2019-07-09","5920","5975","5883","5890","4379700","5890"
"2019-07-10","5890","5968","5870","5955","5809000","5955"
"2019-07-11","5948","5977","5906","5974","4565900","5974"
"2019-07-12","6019","6050","5996","6049","5762200","6049"
"2019-07-16","5949","5976","5845","5866","7093800","5866"
"2019-07-17","5871","5951","5865","5951","6506400","5951"
"2019-07-18","5863","5871","5727","5740","8369300","5740"
"2019-07-19","5743","5860","5742","5838","7621300","5838"
"2019-07-22","5785","5840","5771","5824","3957300","5824"
"2019-07-23","5800","5896","5772","5852","4817500","5852"
"2019-07-24","5990","5995","5939","5955","5725300","5955"
"2019-07-25","5930","5942","5887","5905","4380500","5905"
"2019-07-26","5928","5967","5906","5958","5371600","5958"
"2019-07-29","5916","5964","5841","5864","4707100","5864"
"2019-07-30","5924","5949","5840","5859","4841600","5859"
"2019-07-31","6100","6245","6098","6170","17868500","6170"
"2019-08-01","6116","6155","6056","6123","7324700","6123"
"2019-08-02","6000","6016","5890","5940","8526900","5940"
"2019-08-05","5840","5877","5726","5771","8708000","5771"
"2019-08-06","5600","5812","5581","5798","9451300","5798"
"2019-08-07","5868","5920","5850","5911","7385000","5911"
"2019-08-08","5870","5927","5828","5863","6234800","5863"
"2019-08-09","5938","6014","5924","5973","6102400","5973"
"2019-08-13","5920","5937","5858","5889","4706700","5889"
"2019-08-14","6030","6033","5890","5915","4983500","5915"
"2019-08-15","5774","5864","5745","5838","5632100","5838"
"2019-08-16","5779","5840","5775","5816","3369900","5816"
"2019-08-19","5901","5937","5836","5896","3717800","5896"
"2019-08-20","5921","5972","5875","5965","3742100","5965"
"2019-08-21","5910","6018","5895","5995","4999200","5995"
"2019-08-22","6030","6047","5842","5851","7727500","5851"
"2019-08-23","5855","5959","5845","5903","4687500","5903"
"2019-08-26","5798","5875","5760","5839","6033200","5839"
"2019-08-27","5865","5896","5857","5882","3358900","5882"
"2019-08-28","5867","5922","5860","5893","2802000","5893"
"2019-08-29","5918","5960","5867","5908","3714400","5908"
"2019-08-30","5985","6043","5940","6042","6073600","6042"
"2019-09-02","6026","6078","6018","6036","2831500","6036"
"2019-09-03","6049","6128","6047","6098","3876500","6098"
"2019-09-04","6133","6168","6086","6150","3943700","6150"
"2019-09-05","6200","6423","6190","6389","9804800","6389"
"2019-09-06","6351","6380","6285","6360","5635300","6360"
"2019-09-09","6398","6499","6391","6496","6733000","6496"
"2019-09-10","6406","6455","6360","6369","6808700","6369"
"2019-09-11","6369","6465","6368","6451","5363400","6451"
"2019-09-12","6495","6557","6486","6515","6268300","6515"
"2019-09-13","6551","6565","6513","6537","6982700","6537"
"2019-09-17","6536","6590","6519","6542","4927900","6542"
"2019-09-18","6481","6483","6305","6397","7149900","6397"
"2019-09-19","6432","6435","6341","6375","6107700","6375"
"2019-09-20","6375","6444","6375","6411","5285500","6411"
"2019-09-24","6374","6435","6368","6414","3463900","6414"
"2019-09-25","6400","6542","6389","6528","6486300","6528"
"2019-09-26","6593","6593","6427","6440","5718900","6440"
"2019-09-27","6403","6455","6236","6353","5996900","6353"
"2019-09-30","6350","6397","6329","6347","4348500","6347"
"2019-10-01","6388","6392","6338","6350","4563800","6350"
"2019-10-02","6271","6298","6191","6200","5862800","6200"
"2019-10-03","6076","6163","6066","6148","4446200","6148"
"2019-10-04","6150","6224","6148","6215","4087200","6215"
"2019-10-07","6250","6260","6188","6207","2958300","6207"
"2019-10-08","6217","6228","6177","6202","3968000","6202"
"2019-10-09","6143","6201","6140","6174","3706500","6174"
"2019-10-10","6143","6167","6083","6136","4146500","6136"
"2019-10-11","6220","6263","6194","6230","4704600","6230"
"2019-10-15","6310","6324","6242","6311","4945700","6311"
"2019-10-16","6370","6397","6336","6376","4582900","6376"
"2019-10-17","6415","6517","6414","6510","6570000","6510"
"2019-10-18","6530","6557","6442","6449","4647500","6449"
"2019-10-21","6477","6481","6402","6460","2727400","6460"
"2019-10-23","6360","6379","6292","6355","5147400","6355"
"2019-10-24","6383","6396","6300","6340","3352100","6340"
"2019-10-25","6362","6426","6282","6314","4761200","6314"
"2019-10-28","6388","6436","6345","6370","3918500","6370"
"2019-10-29","6431","6490","6410","6442","5106800","6442"
"2019-10-30","6489","6489","6331","6365","8485000","6365"
"2019-10-31","6650","6695","6572","6625","12085500","6625"
"2019-11-01","6600","6670","6584","6619","5817800","6619"
"2019-11-05","6695","6740","6644","6693","6891300","6693"
"2019-11-06","6730","6742","6626","6640","5188900","6640"
"2019-11-07","6601","6620","6511","6552","4827100","6552"
"2019-11-08","6600","6622","6545","6567","4787800","6567"
"2019-11-11","6664","6689","6633","6683","4869800","6683"
"2019-11-12","6703","6767","6702","6767","4991200","6767"
"2019-11-13","6788","6855","6786","6812","5185600","6812"
"2019-11-14","6754","6761","6663","6701","4907800","6701"
"2019-11-15","6705","6759","6680","6726","3897900","6726"
"2019-11-18","6765","6854","6751","6844","4714900","6844"
"2019-11-19","6779","6790","6724","6755","5103000","6755"
"2019-11-20","6689","6732","6672","6697","4326900","6697"
"2019-11-21","6667","6705","6558","6633","5615900","6633"
"2019-11-22","6687","6737","6681","6686","3982400","6686"
"2019-11-25","6708","6714","6672","6713","2558600","6713"
"2019-11-26","6789","6897","6779","6896","9540500","6896"
"2019-11-27","6883","6958","6865","6932","6572600","6932"
"2019-11-28","6950","6969","6876","6897","3739900","6897"
"2019-11-29","6950","7028","6893","6904","7335300","6904"
"2019-12-02","6980","7035","6946","6998","6427100","6998"
"2019-12-03","6939","7102","6925","7102","7248500","7102"
"2019-12-04","7050","7098","6992","7098","7075500","7098"
"2019-12-05","7162","7177","7070","7088","6927200","7088"
"2019-12-06","7100","7128","7024","7068","3814600","7068"
"2019-12-09","7132","7172","7126","7144","5442100","7144"
"2019-12-10","7200","7268","7198","7245","6480100","7245"
"2019-12-11","7207","7230","7204","7219","6038200","7219"
"2019-12-12","7300","7320","7237","7301","7063400","7301"
"2019-12-13","7433","7476","7401","7443","8866500","7443"
"2019-12-16","7414","7505","7396","7466","4827100","7466"
"2019-12-17","7494","7496","7420","7455","5298600","7455"
"2019-12-18","7370","7439","7365","7413","3822100","7413"
"2019-12-19","7422","7472","7409","7453","3680000","7453"
"2019-12-20","7370","7378","7290","7326","7646000","7326"
"2019-12-23","7401","7426","7371","7392","3216600","7392"
"2019-12-24","7434","7466","7365","7406","2879500","7406"
"2019-12-25","7406","7423","7378","7417","1804200","7417"
"2019-12-26","7399","7440","7387","7427","2297900","7427"
"2019-12-27","7450","7482","7407","7450","3597500","7450"
"2019-12-30","7421","7423","7354","7401","4512200","7401"
