9501 東証1部 東京電力ホールディングス(株)（電気・ガス業）,,,,,
"2018-04-06","410","415","409","412","11036500","412"
"2018-04-09","412","422","411","419","10920900","419"
"2018-04-10","420","424","418","421","7492000","421"
"2018-04-11","421","429","420","423","9254900","423"
"2018-04-12","423","423","418","422","4824000","422"
"2018-04-13","423","427","423","425","5043500","425"
"2018-04-16","426","432","425","430","7408900","430"
"2018-04-17","443","449","430","433","18223800","433"
"2018-04-18","437","452","436","450","19998600","450"
"2018-04-19","448","458","447","457","13978600","457"
"2018-04-20","460","463","453","456","16501500","456"
"2018-04-23","458","468","458","467","13072400","467"
"2018-04-24","470","480","466","480","15619600","480"
"2018-04-25","474","483","474","480","15679300","480"
"2018-04-26","478","494","475","492","20699400","492"
"2018-04-27","498","523","495","521","43384500","521"
"2018-05-01","523","546","522","546","31601800","546"
"2018-05-02","551","559","533","540","41983700","540"
"2018-05-07","537","565","535","565","38351000","565"
"2018-05-08","566","598","560","597","58431200","597"
"2018-05-09","598","599","543","547","72813900","547"
"2018-05-10","537","555","528","545","39995000","545"
"2018-05-11","543","568","542","562","30600600","562"
"2018-05-14","565","589","559","587","34908100","587"
"2018-05-15","582","598","570","578","46909700","578"
"2018-05-16","577","588","568","579","25727600","579"
"2018-05-17","585","585","566","576","23729000","576"
"2018-05-18","575","593","572","586","26801200","586"
"2018-05-21","584","597","577","578","25998000","578"
"2018-05-22","580","582","556","557","34158700","557"
"2018-05-23","558","561","543","548","22670600","548"
"2018-05-24","548","551","537","540","18631000","540"
"2018-05-25","539","546","532","538","17209100","538"
"2018-05-28","537","545","530","539","16697300","539"
"2018-05-29","535","541","525","530","17043400","530"
"2018-05-30","519","529","514","527","23230500","527"
"2018-05-31","530","531","514","517","20480200","517"
"2018-06-01","509","519","504","513","21727900","513"
"2018-06-04","517","523","508","510","15020300","510"
"2018-06-05","509","509","495","504","20916400","504"
"2018-06-06","503","513","498","505","15547000","505"
"2018-06-07","508","518","507","514","17818900","514"
"2018-06-08","506","514","502","511","20575700","511"
"2018-06-11","552","556","510","514","47416100","514"
"2018-06-12","510","520","505","507","21064600","507"
"2018-06-13","506","520","503","518","20078700","518"
"2018-06-14","518","529","512","514","20929100","514"
"2018-06-15","516","517","506","507","17066200","507"
"2018-06-18","504","511","497","506","13412800","506"
"2018-06-19","501","514","501","506","13403500","506"
"2018-06-20","507","514","507","514","11045200","514"
"2018-06-21","514","516","508","510","8902600","510"
"2018-06-22","510","513","508","511","9755200","511"
"2018-06-25","514","518","508","509","7283100","509"
"2018-06-26","506","521","504","520","10241300","520"
"2018-06-27","520","524","515","521","9879300","521"
"2018-06-28","521","522","513","516","8168000","516"
"2018-06-29","516","520","511","516","9260400","516"
"2018-07-02","515","522","510","511","9354900","511"
"2018-07-03","514","514","507","513","9390500","513"
"2018-07-04","513","519","512","515","8158600","515"
"2018-07-05","517","518","512","513","8460600","513"
"2018-07-06","513","527","513","524","18530000","524"
"2018-07-09","529","540","526","530","14275600","530"
"2018-07-10","534","540","523","523","20316200","523"
"2018-07-11","522","523","514","518","11927400","518"
"2018-07-12","523","528","520","520","7732500","520"
"2018-07-13","518","520","509","509","11491500","509"
"2018-07-17","508","518","507","516","10182500","516"
"2018-07-18","520","526","517","519","10350000","519"
"2018-07-19","518","519","512","513","6426300","513"
"2018-07-20","517","519","511","515","13340100","515"
"2018-07-23","512","516","509","513","9399600","513"
"2018-07-24","517","521","514","515","6943000","515"
"2018-07-25","519","525","517","518","8623400","518"
"2018-07-26","522","543","520","536","24288000","536"
"2018-07-27","536","544","531","538","17019700","538"
"2018-07-30","546","550","533","536","16868200","536"
"2018-07-31","538","538","527","534","16811200","534"
"2018-08-01","533","547","531","544","12307300","544"
"2018-08-02","547","559","544","555","26614300","555"
"2018-08-03","554","556","542","547","15930600","547"
"2018-08-06","547","553","545","548","9536700","548"
"2018-08-07","542","550","538","550","11129700","550"
"2018-08-08","547","553","537","538","13693200","538"
"2018-08-09","538","539","527","536","9784800","536"
"2018-08-10","532","539","527","534","10846700","534"
"2018-08-13","530","532","522","529","14479100","529"
"2018-08-14","531","535","530","533","8779200","533"
"2018-08-15","535","541","525","531","15834900","531"
"2018-08-16","527","535","522","534","14828700","534"
"2018-08-17","536","543","532","540","11058900","540"
"2018-08-20","540","545","537","540","6172800","540"
"2018-08-21","539","544","536","539","7711200","539"
"2018-08-22","541","542","537","540","7257900","540"
"2018-08-23","541","544","530","531","11226300","531"
"2018-08-24","535","537","528","530","8709300","530"
"2018-08-27","530","537","530","535","6634400","535"
"2018-08-28","537","540","529","529","8981900","529"
"2018-08-29","531","533","524","525","8999800","525"
"2018-08-30","528","528","522","524","9820300","524"
"2018-08-31","521","522","513","514","8401000","514"
"2018-09-03","509","513","505","511","14036300","511"
"2018-09-04","513","513","504","508","7311800","508"
"2018-09-05","505","505","496","499","13000800","499"
"2018-09-06","498","499","486","488","13891000","488"
"2018-09-07","482","499","481","495","14761400","495"
"2018-09-10","495","500","493","498","11145600","498"
"2018-09-11","497","503","495","499","5934900","499"
"2018-09-12","501","504","498","502","11390300","502"
"2018-09-13","504","519","504","514","14299700","514"
"2018-09-14","517","522","513","520","13561800","520"
"2018-09-18","519","534","517","533","13090500","533"
"2018-09-19","538","541","533","535","12969900","535"
"2018-09-20","534","538","530","535","10829600","535"
"2018-09-21","536","540","532","538","12494000","538"
"2018-09-25","538","544","537","542","11708700","542"
"2018-09-26","538","542","535","540","9732500","540"
"2018-09-27","540","548","539","545","10624000","545"
"2018-09-28","551","560","547","558","23679400","558"
"2018-10-01","557","557","547","548","9445000","548"
"2018-10-02","552","556","549","554","12420800","554"
"2018-10-03","555","572","555","559","21182400","559"
"2018-10-04","562","570","560","566","14838500","566"
"2018-10-05","568","579","566","577","17103000","577"
"2018-10-09","579","583","564","569","14858600","569"
"2018-10-10","572","590","571","587","19361900","587"
"2018-10-11","567","578","565","574","16916700","574"
"2018-10-12","574","575","557","565","18866300","565"
"2018-10-15","566","574","563","566","15067300","566"
"2018-10-16","570","577","569","576","13073000","576"
"2018-10-17","585","592","578","583","18636200","583"
"2018-10-18","589","592","582","586","14448700","586"
"2018-10-19","586","590","579","590","14067100","590"
"2018-10-22","595","597","587","587","12960200","587"
"2018-10-23","582","583","572","576","15086300","576"
"2018-10-24","577","581","573","575","11744700","575"
"2018-10-25","568","579","561","572","12722400","572"
"2018-10-26","577","577","566","572","14156800","572"
"2018-10-29","576","587","575","583","12431800","583"
"2018-10-30","583","588","573","578","11451700","578"
"2018-10-31","571","578","561","578","12162500","578"
"2018-11-01","578","583","574","578","10219000","578"
"2018-11-02","573","574","564","567","13708300","567"
"2018-11-05","561","574","554","570","11074200","570"
"2018-11-06","576","581","575","576","7499900","576"
"2018-11-07","573","579","565","568","9026700","568"
"2018-11-08","572","584","572","584","11658000","584"
"2018-11-09","586","605","585","593","26551500","593"
"2018-11-12","600","603","594","598","11627700","598"
"2018-11-13","594","601","583","590","12630400","590"
"2018-11-14","597","631","595","630","29661000","630"
"2018-11-15","638","649","626","647","18158600","647"
"2018-11-16","647","656","634","641","18892200","641"
"2018-11-19","648","651","636","640","9371500","640"
"2018-11-20","633","664","632","662","18859100","662"
"2018-11-21","671","681","649","664","21671000","664"
"2018-11-22","663","669","653","668","8875300","668"
"2018-11-26","667","680","661","664","11033900","664"
"2018-11-27","661","674","653","674","11490400","674"
"2018-11-28","670","686","667","682","15271800","682"
"2018-11-29","684","693","679","689","17319100","689"
"2018-11-30","695","700","681","689","23082200","689"
"2018-12-03","696","699","687","693","11368000","693"
"2018-12-04","690","692","661","663","19407900","663"
"2018-12-05","656","682","655","675","14437600","675"
"2018-12-06","670","678","667","675","10724900","675"
"2018-12-07","684","693","674","693","14990100","693"
"2018-12-10","686","697","681","688","13908000","688"
"2018-12-11","685","695","682","685","11777600","685"
"2018-12-12","690","739","687","739","41615000","739"
"2018-12-13","742","755","729","735","26258900","735"
"2018-12-14","727","745","726","741","20770000","741"
"2018-12-17","750","767","745","763","22386800","763"
"2018-12-18","755","758","727","733","25202600","733"
"2018-12-19","735","739","702","716","21236200","716"
"2018-12-20","709","733","693","703","21289700","703"
"2018-12-21","700","701","668","669","23832800","669"
"2018-12-25","639","652","627","646","18708100","646"
"2018-12-26","650","667","634","644","12998400","644"
"2018-12-27","666","674","656","668","12962600","668"
"2018-12-28","665","670","646","653","12958400","653"
